1,1
2,2
2,3
2,4
2,5
4,6
3,7
5,8
6,9
7,10
8,11
9,12
10,13
1,14
11,15
6,16
12,17
13,18
6,19
6,20
14,21
12,22
15,23
16,24
17,25
18,26
19,27
6,28
2,29
20,30
21,31
12,32
3,33
1,34
22,35
14,36
6,37
23,38
21,39
6,40
25,41
26,42
3,43
27,44
9,45
28,46
29,47
30,48
31,49
